1,0,0,1,3.14,0.5,1,5
2,1.5,1.5,1,3.14,0.5,1,0
2,-1.5,1.5,1,3.14,0.5,1,0
2,-1.5,-1.5,1,3.14,0.5,1,0
2,1.5,-1.5,1,3.14,0.5,1,0
4,0,0,1,3.14,0.5,1,0
5,0,0,-10,3.14,0.5,1,60
